odist			pdist			force			mass			E0          			E(osz) 			E(CC)  			E(Lad.-Quadr.) 		E(QQ)			
0.0			0.29			1.0			1.0			2.1208269831564923	0.5			3.4482758620689657	41.00209110664645	2925.23836670486	
0.0			0.295			1.0			1.0			2.113902443492344	0.5			3.3898305084745766	38.95237585147459	2685.5990245199378	
0.0			0.3			1.0			1.0			2.1072049281760803	0.5			3.3333333333333335	37.037037037037045	2469.1358024691363	
0.0			0.305			1.0			1.0			2.100736561459538	0.5			3.278688524590164	35.24524079107943	2273.27540711074	
0.0			0.31			1.0			1.0			2.094500266169104	0.5			3.2258064516129035	33.56718472021752	2095.7659554766396	
0.0			0.315			1.0			1.0			2.0884998561659107	0.5			3.1746031746031744	31.993985130795412	1934.6325097986644	
0.0			0.32			1.0			1.0			2.0827401549383784	0.5			3.125			30.517578124999996	1788.1393432617185	
0.0			0.325			1.0			1.0			2.0772271454899185	0.5			3.0769230769230766	29.13063268092854	1654.7578327628044	
0.0			0.33			1.0			1.0			2.071968158504118	0.5			3.0303030303030303	27.826474107465838	1533.1390692818643	
0.0			0.335			1.0			1.0			2.0669721081720236	0.5			2.9850746268656714	26.59901650136486	1422.0904344681587	
0.0			0.34			1.0			1.0			2.062249788270192	0.5			2.941176470588235	25.4427030327702	1320.555520732017	
0.0			0.345			1.0			1.0			2.0578142454510084	0.5			2.8985507246376816	24.352453053036605	1227.5968772797282	
0.0			0.35			1.0			1.0			2.0536812527329324	0.5			2.857142857142857	23.32361516034986	1142.3811507110136	
0.0			0.355			1.0			1.0			2.0498699146158845	0.5			2.8169014084507045	22.35192547868046	1064.1662596475524	
0.0			0.36			1.0			1.0			2.0464034472215036	0.5			2.7777777777777777	21.433470507544584	992.2903012752123	
0.0			0.365			1.0			1.0			2.04331019407774	0.5			2.73972602739726	20.564653986843762	926.161935980954	
0.0			0.37			1.0			1.0			2.040624963314846	0.5			2.7027027027027026	19.74216729512566	865.2520363093789	
0.0			0.375			1.0			1.0			2.038390809300691	0.5			2.6666666666666665	18.962962962962962	809.0864197530864	
0.0			0.38			1.0			1.0			2.036661437851193	0.5			2.6315789473684212	18.22423093745444	757.2395126366109	
0.0			0.385			1.0			1.0			2.035504500052878	0.5			2.5974025974025974	17.52337728050327	709.3288155373224	
0.0			0.39			1.0			1.0			2.0350061735463614	0.5			2.564102564102564	16.858005023685497	665.0100601059366	
0.0			0.395			1.0			1.0			2.030324262647323	0.5			2.531645569620253	16.225896937159128	623.9729634542846	
0.0			0.4			1.0			1.0			2.022050160854791	0.5			2.5			15.624999999999998	585.9374999999998	
0.0			0.405			1.0			1.0			2.014038073723624	0.5			2.4691358024691357	15.053411385271364	550.6506222321485	
0.0			0.41			1.0			1.0			2.0062666876277486	0.5			2.4390243902439024	14.509365795621076	517.8833716462015	
0.0			0.415			1.0			1.0			1.9987195519189056	0.5			2.4096385542168677	13.991224004743026	487.42832938573474	
0.0			0.42			1.0			1.0			1.9913839713301367	0.5			2.380952380952381	13.497462477054315	459.0973631651128	
0.0			0.425			1.0			1.0			1.9842501975493105	0.5			2.3529411764705883	13.026663952778343	432.71963303346746	
0.0			0.43			1.0			1.0			1.9773108347536925	0.5			2.3255813953488373	12.577508898587546	408.1398236426462	
0.0			0.435			1.0			1.0			1.9705604009900686	0.5			2.2988505747126435	12.148767735302648	385.2165750393229	
0.0			0.44			1.0			1.0			1.9639950052799158	0.5			2.272727272727273	11.739293764087153	363.8210877299737	
0.0			0.445			1.0			1.0			1.9576121125163102	0.5			2.247191011235955	11.348016721302638	343.8358809635946	
0.0			0.45			1.0			1.0			1.951410376651367	0.5			2.2222222222222223	10.973936899862824	325.15368592186144	
0.0			0.455			1.0			1.0			1.9453895286544676	0.5			2.1978021978021975	10.616119781679494	307.6764578677791	
0.0			0.46			1.0			1.0			1.939550310092086	0.5			2.1739130434782608	10.273691131749814	291.31449333884154	
0.0			0.465			1.0			1.0			1.9338944465131551	0.5			2.150537634408602	9.945832509694077	275.98564022737634	
0.0			0.47			1.0			1.0			1.9284246575123312	0.5			2.127659574468085	9.631777159203647	261.61459010965086	
0.0			0.475			1.0			1.0			1.923144702677074	0.5			2.1052631578947367	9.330806239976676	248.1322435007648	
0.0			0.48			1.0			1.0			1.9180594648445286	0.5			2.0833333333333335	9.042245370370372	235.4751398533951	
0.0			0.485			1.0			1.0			1.91317507441053	0.5			2.061855670103093	8.765461452239741	223.58494510973935	
0.0			0.49			1.0			1.0			1.9084990810812745	0.5			2.0408163265306123	8.499859752314087	212.4079904784861	
0.0			0.495			1.0			1.0			1.9040406827023482	0.5			2.0202020202020203	8.244881217026917	201.89485686016326	
0.0			0.5			1.0			1.0			1.8998110249987121	0.5			2.0			8.0			192.0			
0.0			0.505			1.0			1.0			1.8958235917117525	0.5			1.9801980198019802	7.7647211834211545	182.68141202049577	
0.0			0.51			1.0			1.0			1.8920947124472587	0.5			1.9607843137254901	7.538578676376356	173.90031548734385	
0.0			0.515			1.0			1.0			1.8886442266499752	0.5			1.941747572815534	7.321133274825276	165.62088660175945	
0.0			0.52			1.0			1.0			1.8854963581737993	0.5			1.923076923076923	7.111970869367319	157.81000449779552	
0.0			0.525			1.0			1.0			1.8826808785733224	0.5			1.9047619047619047	6.910700788251807	150.4370239619441	
0.0			0.53			1.0			1.0			1.880234672741396	0.5			1.8867924528301885	6.716954264258415	143.47356919028294	
0.0			0.535			1.0			1.0			1.8782038748109124	0.5			1.8691588785046729	6.530383015126814	136.89334646086428	
0.0			0.54			1.0			1.0			1.8766468269415704	0.5			1.8518518518518516	6.350657928161356	130.67197383048057	
0.0			0.545			1.0			1.0			1.875638248569755	0.5			1.8348623853211008	6.177467840488513	124.78682616928228	
0.0			0.55			1.0			1.0			1.8740192422824782	0.5			1.8181818181818181	6.010518407212621	119.21689402735774	
0.0			0.555			1.0			1.0			1.8666418036993209	0.5			1.8018018018018016	5.849531050407601	113.94265498724326	
0.0			0.56			1.0			1.0			1.8595282748648272	0.5			1.7857142857142856	5.694241982507287	108.94595629797102	
0.0			0.565			1.0			1.0			1.8526482234499695	0.5			1.7699115044247788	5.544401298221565	104.20990771189412	
0.0			0.57			1.0			1.0			1.8459784721026469	0.5			1.7543859649122808	5.3997721296161325	99.71878355708462	
0.0			0.575			1.0			1.0			1.8395012547171972	0.5			1.7391304347826089	5.2601298594559065	95.45793317727167	
0.0			0.58			1.0			1.0			1.8332029179055442	0.5			1.7241379310344829	5.125261388330807	91.41369895952687	
0.0			0.585			1.0			1.0			1.8270729926282008	0.5			1.7094017094017095	4.994964451462371	87.57334124851845	
0.0			0.59			1.0			1.0			1.8211035227568055	0.5			1.6949152542372883	4.869046981434324	83.92496951624805	
0.0			0.595			1.0			1.0			1.8152885758566635	0.5			1.680672268907563	4.747326513403188	80.45747921875326	
0.0			0.6			1.0			1.0			1.8096238860706184	0.5			1.6666666666666667	4.629629629629631	77.16049382716051	
0.0			0.605			1.0			1.0			1.8041065950694566	0.5			1.6528925619834711	4.5157914404302195	74.0243115704701	
0.0			0.61			1.0			1.0			1.798735067800161	0.5			1.639344262295082	4.405655098884929	71.03985647221063	
0.0			0.615			1.0			1.0			1.793508767181533	0.5			1.6260162601626016	4.299071346850688	68.19863330320347	
0.0			0.62			1.0			1.0			1.7884281771650226	0.5			1.6129032258064517	4.19589809002719	65.49268610864499	
0.0			0.625			1.0			1.0			1.783494767496002	0.5			1.6			4.096			62.91456		
0.0			0.63			1.0			1.0			1.7787109966025054	0.5			1.5873015873015872	3.9992481413494265	60.45726593120826	
0.0			0.635			1.0			1.0			1.774080351675416	0.5			1.574803149606299	3.905519622062866	58.11424820479186	
0.0			0.64			1.0			1.0			1.7696074274959956	0.5			1.5625			3.8146972656249996	55.879354476928704	
0.0			0.645			1.0			1.0			1.7652980481770024	0.5			1.5503875968992247	3.7266693032851985	53.74680805170648	
0.0			0.65			1.0			1.0			1.7611594389910312	0.5			1.5384615384615383	3.6413290851160673	51.711182273837636	
0.0			0.655			1.0			1.0			1.7572004592150279	0.5			1.5267175572519083	3.5585748085820366	49.76737684631949	
0.0			0.66			1.0			1.0			1.7534319118723247	0.5			1.5151515151515151	3.4783092634332298	47.91059591505826	
0.0			0.665			1.0			1.0			1.7498669530618074	0.5			1.5037593984962405	3.4004395918282326	46.13632777651511	
0.0			0.67			1.0			1.0			1.7465216332130948	0.5			1.4925373134328357	3.3248770626706077	44.44032607712996	
0.0			0.675			1.0			1.0			1.743415616614457	0.5			1.4814814814814814	3.2515368592186142	42.818592384771875	
0.0			0.68			1.0			1.0			1.740573146346842	0.5			1.4705882352941175	3.180337879096275	41.26736002287553	
0.0			0.685			1.0			1.0			1.7380243532443733	0.5			1.4598540145985401	3.1112025458970423	39.783079067360546	
0.0			0.69			1.0			1.0			1.7358070562051908	0.5			1.4492753623188408	3.0440566316295756	38.36240241499151	
0.0			0.695			1.0			1.0			1.733969278215983	0.5			1.4388489208633095	2.978829089308648	37.00217283960849	
0.0			0.7			1.0			1.0			1.7325728272048608	0.5			1.4285714285714286	2.9154518950437325	35.699410959719174	
0.0			0.705			1.0			1.0			1.7316984981573356	0.5			1.4184397163120568	2.853859899023303	34.45130404736143	
0.0			0.71			1.0			1.0			1.7265350886613882	0.5			1.4084507042253522	2.7939906848350575	33.25519561398601	
0.0			0.715			1.0			1.0			1.7202521795808143	0.5			1.3986013986013988	2.735784436601103	32.10857571442441	
0.0			0.72			1.0			1.0			1.7141914123424056	0.5			1.3888888888888888	2.679183813443073	31.009071914850384	
0.0			0.725			1.0			1.0			1.7083253859899432	0.5			1.3793103448275863	2.6241338308253725	29.954440875057763	
0.0			0.73			1.0			1.0			1.7026333148901136	0.5			1.36986301369863	2.5705817483554703	28.942560499404813	
0.0			0.735			1.0			1.0			1.6970993067135367	0.5			1.3605442176870748	2.5184769636486184	27.97142261445085	
0.0			0.74			1.0			1.0			1.6917111642372626	0.5			1.3513513513513513	2.4677709118907076	27.03912613466809	
0.0			0.745			1.0			1.0			1.6864595375657476	0.5			1.342281879194631	2.4184169707574092	26.143870680680067	
0.0			0.75			1.0			1.0			1.6813373164898184	0.5			1.3333333333333333	2.3703703703703702	25.28395061728395	
0.0			0.755			1.0			1.0			1.6763391912934738	0.5			1.3245033112582782	2.3235881079922427	24.457749481081454	
0.0			0.76			1.0			1.0			1.671461334558769	0.5			1.3157894736842106	2.278028867181805	23.66373476989409	
0.0			0.765			1.0			1.0			1.6667011721436777	0.5			1.3071895424836601	2.2336529411485495	22.900453068292194	
0.0			0.77			1.0			1.0			1.6620572218430123	0.5			1.2987012987012987	2.1904221600629086	22.166525485541325	
0.0			0.775			1.0			1.0			1.6575289852982185	0.5			1.2903225806451613	2.148299822093921	21.46064338408079	
0.0			0.78			1.0			1.0			1.6531168837008774	0.5			1.282051282051282	2.107250627960687	20.78156437831052	
0.0			0.785			1.0			1.0			1.6488222315360574	0.5			1.2738853503184713	2.06724061879747	20.128108584988958	
0.0			0.79			1.0			1.0			1.6446472455563155	0.5			1.2658227848101264	2.028237117144891	19.499155107946393	
0.0			0.795			1.0			1.0			1.6405950887325282	0.5			1.2578616352201257	1.9902086708913818	18.893638741107218	
0.0			0.8			1.0			1.0			1.636669951412573	0.5			1.25			1.9531249999999998	18.310546874999993	
0.0			0.805			1.0			1.0			1.6328771746086324	0.5			1.2422360248447204	1.9169569458658544	17.74891659302515	
0.0			0.81			1.0			1.0			1.6292234235440588	0.5			1.2345679012345678	1.8816764231589205	17.20783194475464	
0.0			0.815			1.0			1.0			1.6257169237320142	0.5			1.2269938650306749	1.8472563740158459	16.68642138446321	
0.0			0.82			1.0			1.0			1.6223677774684757	0.5			1.2195121951219512	1.8136707244526344	16.183855363943795	
0.0			0.825			1.0			1.0			1.619188386555744	0.5			1.2121212121212122	1.7808943428778143	15.6993440694463	
0.0			0.83			1.0			1.0			1.6161940185859751	0.5			1.2048192771084338	1.7489030005928783	15.23213529330421	
0.0			0.835			1.0			1.0			1.6134035712772894	0.5			1.1976047904191618	1.7176733341735624	14.781512431483916	
0.0			0.84			1.0			1.0			1.6108406154974708	0.5			1.1904761904761905	1.6871828096317893	14.346792598909776	
0.0			0.845			1.0			1.0			1.608534838374453	0.5			1.183431952662722	1.657409688264027	13.927324854989902	
0.0			0.85			1.0			1.0			1.606524072963597	0.5			1.1764705882352942	1.6283329940972928	13.522488532295858	
0.0			0.855			1.0			1.0			1.6048572075329441	0.5			1.1695906432748537	1.5999324828492238	13.1316916618383	
0.0			0.86			1.0			1.0			1.6035984470731774	0.5			1.1627906976744187	1.5721886123234432	12.754369488832694	
0.0			0.865			1.0			1.0			1.6009287601094098	0.5			1.1560693641618498	1.5450825141659927	12.38998307326801	
0.0			0.87			1.0			1.0			1.5954178841970594	0.5			1.1494252873563218	1.518595966912831	12.03801796997884	
0.0			0.875			1.0			1.0			1.590115520872152	0.5			1.1428571428571428	1.4927113702623906	11.697982983280776	
0.0			0.88			1.0			1.0			1.5849914621182748	0.5			1.1363636363636365	1.467411720510894	11.369408991561679	
0.0			0.885			1.0			1.0			1.5800231247880787	0.5			1.1299435028248588	1.4426805870916515	11.051847837530605	
0.0			0.89			1.0			1.0			1.5751934129024772	0.5			1.1235955056179776	1.4185020901628298	10.744871280112331	
0.0			0.895			1.0			1.0			1.5704892719872343	0.5			1.1173184357541899	1.3948608791912736	10.448070004241616	
0.0			0.9			1.0			1.0			1.5659006903180508	0.5			1.1111111111111112	1.371742112482853	10.16105268505817	
0.0			0.905			1.0			1.0			1.561419996757606	0.5			1.1049723756906078	1.3491314376125363	9.883445103232768	
0.0			0.91			1.0			1.0			1.5570413605059639	0.5			1.0989010989010988	1.3270149727099367	9.614889308368097	
0.0			0.915			1.0			1.0			1.5527604317438473	0.5			1.0928961748633879	1.3053792885584974	9.355042827616211	
0.0			0.92			1.0			1.0			1.5485740831114767	0.5			1.0869565217391304	1.2842113914687268	9.103577916838798	
0.0			0.925			1.0			1.0			1.5444802253783323	0.5			1.081081081081081	1.2634987068880421	8.860180851808037	
0.0			0.93			1.0			1.0			1.540477679496338	0.5			1.075268817204301	1.2432290637117596	8.62455125710551	
0.0			0.935			1.0			1.0			1.5365660932381169	0.5			1.06951871657754	1.2233906792616775	8.396401470525396	
0.0			0.94			1.0			1.0			1.5327458948863406	0.5			1.0638297872340425	1.203972144900456	8.17545594092659	
0.0			0.945			1.0			1.0			1.5290182796384286	0.5			1.0582010582010584	1.184962412251682	7.961450657607675	
0.0			0.95			1.0			1.0			1.5253852269939618	0.5			1.0526315789473684	1.1663507799970845	7.7541326093989		
0.0			0.955			1.0			1.0			1.5218495497287547	0.5			1.0471204188481675	1.1481268812238346	7.5532592717776454	
0.0			0.96			1.0			1.0			1.5184149774343951	0.5			1.0416666666666667	1.1302806712962965	7.358598120418597	
0.0			0.965			1.0			1.0			1.5150862802945575	0.5			1.0362694300518136	1.1128024162278864	7.169926169687583	
0.0			0.97			1.0			1.0			1.511869442118877	0.5			1.0309278350515465	1.0956826815299676	6.987029534679355	
0.0			0.975			1.0			1.0			1.5087718961369827	0.5			1.0256410256410258	1.0789123215158718	6.809703015484793	
0.0			0.98			1.0			1.0			1.5058028433132566	0.5			1.0204081632653061	1.062482469039261	6.637749702452691	
0.0			0.985			1.0			1.0			1.5029736820430928	0.5			1.015228426395939	1.046384525647081	6.4709806012857705	
0.0			0.99			1.0			1.0			1.5002985916523157	0.5			1.0101010101010102	1.0306101521283646	6.309214276880102	
0.0			0.995			1.0			1.0			1.4977953328848665	0.5			1.0050251256281406	1.0151512594410654	6.1522765148823435	
0.0			1.0			1.0			1.0			1.4954863611185834	0.5			1.0			1.0			6.0			
0.0			1.1			1.0			1.0			1.4263293683000857	0.5			0.9090909090909091	0.7513148009015777	3.7255279383549293	
0.0			1.2			1.0			1.0			1.3707197820707568	0.5			0.8333333333333334	0.5787037037037038	2.411265432098766	
0.0			1.3			1.0			1.0			1.3122692361120898	0.5			0.7692307692307692	0.4551661356395084	1.6159744460574261	
0.0			1.4			1.0			1.0			1.2611444464424868	0.5			0.7142857142857143	0.36443148688046656	1.1156065924912242	
0.0			1.5			1.0			1.0			1.217788452799299	0.5			0.6666666666666666	0.2962962962962963	0.7901234567901234	
0.0			1.6			1.0			1.0			1.17197331755008	0.5			0.625			0.24414062499999997	0.5722045898437498	
0.0			1.7			1.0			1.0			1.1335636110056395	0.5			0.5882352941176471	0.2035416242621616	0.42257776663424557	
0.0			1.8			1.0			1.0			1.0991029295953325	0.5			0.5555555555555556	0.17146776406035663	0.3175328964080678	
0.0			1.9			1.0			1.0			1.065277641744244	0.5			0.5263157894736842	0.14579384749963556	0.2423166440437156	
0.0			2.0			1.0			1.0			1.0361361061736103	0.5			0.5			0.125			0.1875			
0.0			2.1			1.0			1.0			1.009053744817102	0.5			0.47619047619047616	0.10797969981643449	0.14691115621283604	
0.0			2.2			1.0			1.0			0.9841932710499555	0.5			0.45454545454545453	0.0939143501126972	0.11642274807359154	
0.0			2.3			1.0			1.0			0.9618685462915474	0.5			0.4347826086956522	0.08218952905399854	0.09322063786842937	
0.0			2.4			1.0			1.0			0.9410271309642857	0.5			0.4166666666666667	0.07233796296296298	0.07535204475308643	
0.0			2.5			1.0			1.0			0.9220683060567088	0.5			0.4			0.064			0.06144			
0.0			2.6			1.0			1.0			0.9047233174955682	0.5			0.3846153846153846	0.05689576695493855	0.050499201439294567	
0.0			2.7			1.0			1.0			0.8885346759895009	0.5			0.37037037037037035	0.05080526342529085	0.041815031625753785	
0.0			2.8			1.0			1.0			0.8736826877489562	0.5			0.35714285714285715	0.04555393586005832	0.034862706015350756	
0.0			2.9			1.0			1.0			0.8599152485920319	0.5			0.3448275862068966	0.041002091106646446	0.029252383667048597	
0.0			3.0			1.0			1.0			0.8471082040779088	0.5			0.3333333333333333	0.037037037037037035	0.024691358024691357	
0.0			3.1			1.0			1.0			0.8352017117560205	0.5			0.3225806451612903	0.03356718472021752	0.020957659554766396	
0.0			3.2			1.0			1.0			0.8240826904733023	0.5			0.3125			0.030517578124999997	0.01788139343261718	
0.0			3.3			1.0			1.0			0.8136853262696437	0.5			0.30303030303030304	0.02782647410746585	0.015331390692818652	
0.0			3.4			1.0			1.0			0.8039416863051101	0.5			0.29411764705882354	0.0254427030327702	0.013205555207320174	
0.0			3.5			1.0			1.0			0.794788180794983	0.5			0.2857142857142857	0.023323615160349854	0.011423811507110132	
0.0			3.6			1.0			1.0			0.7861763765157569	0.5			0.2777777777777778	0.02143347050754458	0.009922903012752119	
0.0			3.7			1.0			1.0			0.7780583621490912	0.5			0.27027027027027023	0.019742167295125658	0.008652520363093786	
0.0			3.8			1.0			1.0			0.7703925135794032	0.5			0.2631578947368421	0.018224230937454445	0.007572395126366113	
0.0			3.9			1.0			1.0			0.763142418884256	0.5			0.25641025641025644	0.016858005023685497	0.006650100601059368	
0.0			4.0			1.0			1.0			0.7562748331827933	0.5			0.25			0.015625		0.005859375		
0.0			4.1			1.0			1.0			0.7497602111168007	0.5			0.24390243902439027	0.01450936579562108	0.005178833716462015	
0.0			4.2			1.0			1.0			0.743571915288814	0.5			0.23809523809523808	0.013497462477054311	0.004590973631651126	
0.0			4.3			1.0			1.0			0.7376859069429367	0.5			0.23255813953488372	0.012577508898587548	0.0040813982364264634	
0.0			4.4			1.0			1.0			0.7320804799412715	0.5			0.22727272727272727	0.01173929376408715	0.0036382108772997357	
0.0			4.5			1.0			1.0			0.7267359401589778	0.5			0.2222222222222222	0.010973936899862825	0.003251536859218615	
0.0			4.6			1.0			1.0			0.7216343992855299	0.5			0.2173913043478261	0.010273691131749817	0.0029131449333884177	
0.0			4.7			1.0			1.0			0.716759570347341	0.5			0.2127659574468085	0.009631777159203644	0.0026161459010965076	
0.0			4.8			1.0			1.0			0.712096590488628	0.5			0.20833333333333334	0.009042245370370372	0.002354751398533951	
0.0			4.9			1.0			1.0			0.7076318706583083	0.5			0.2040816326530612	0.008499859752314085	0.002124079904784861	
0.0			5.0			1.0			1.0			0.703352961598767	0.5			0.2			0.008			0.00192			
0.0			5.1			1.0			1.0			0.6992484370660538	0.5			0.19607843137254904	0.0075385786763763575	0.0017390031548734394	
0.0			5.2			1.0			1.0			0.6953077909827954	0.5			0.1923076923076923	0.007111970869367319	0.0015781000449779552	
0.0			5.3			1.0			1.0			0.6915213466295527	0.5			0.18867924528301888	0.006716954264258416	0.0014347356919028299	
0.0			5.4			1.0			1.0			0.6878801764351827	0.5			0.18518518518518517	0.006350657928161356	0.0013067197383048058	
0.0			5.5			1.0			1.0			0.6843760308434648	0.5			0.18181818181818182	0.006010518407212622	0.001192168940273578	
0.0			5.6			1.0			1.0			0.6810012751235335	0.5			0.17857142857142858	0.00569424198250729	0.0010894595629797111	
0.0			5.7			1.0			1.0			0.6777488331061186	0.5			0.17543859649122806	0.005399772129616129	0.0009971878355708457	
0.0			5.8			1.0			1.0			0.6746121369786477	0.5			0.1724137931034483	0.005125261388330806	0.0009141369895952686	
0.0			5.9			1.0			1.0			0.6715850823933573	0.5			0.1694915254237288	0.004869046981434323	0.0008392496951624802	
0.0			6.0			1.0			1.0			0.6686619882463128	0.5			0.16666666666666666	0.004629629629629629	0.0007716049382716049	
0.0			6.1			1.0			1.0			0.6658375605713774	0.5			0.1639344262295082	0.004405655098884929	0.0007103985647221062	
0.0			6.2			1.0			1.0			0.6631068600661649	0.5			0.16129032258064516	0.00419589809002719	0.0006549268610864499	
